week_in_year,BI_conghua,BI_huadu,BI_zengcheng,BI_baiyun,BI_tianhe,BI_yuexiu,BI_haizhu,BI_panyu,BI_nansha,BI_huangpu,n_sr,n_sp,cost
2,0.2165181086485994,0.991816087613378,1.5027757015257126,0.0,0.4791088794137453,0.0,2.5594963083608646,0.17137569193995056,3.0381093225084483,0.0,0,0,0.0
3,2.8437580926110346,0.0,1.0762560503464065,0.0,0.0,3.6635430723344955,3.0479745218623573,0.5814004233742196,0.0,0.15813463323283627,0,0,0.0
4,1.1838349926141052,0.0,0.0,0.0,0.653117936112165,0.7506018827024443,0.0,0.0,0.0,1.7265043476307946,1,0,1.0
5,1.092875251150568,2.3240184986516286,0.0,0.0,0.8198635752566964,0.5067708620727498,0.9557921423554547,0.623398244717531,0.0,0.0,0,0,0.0
6,0.30314493997126074,0.0,0.9786634422353668,1.720806435272318,0.0,0.3906130875809111,0.0,1.9252211298695943,0.0,0.9695305752825191,1,0,1.0
7,0.04714218680780639,0.0,0.0,0.13579043296828092,1.5448116237409901,1.0680377167587176,0.20683050926565894,1.5432244167733877,0.0,0.0,0,0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.16249657728196898,0.0,0.24999620751164559,0.30400849316728984,1.1605176431206101,0,0,0.0
9,0.34054935275644505,1.7030618625500926,3.1562405935187705,1.8481898073091738,0.0,0.0,0.0,0.9284909255045323,0.0,0.5039583294139042,1,0,1.0
10,1.5606241086674855,1.7360415632359696,0.0523824233175767,0.8049451232473726,0.0,3.540166803323436,1.0176973176135125,2.562093473823786,3.618269714598449,0.0,0,0,0.0
11,0.6845917170390878,0.47020624991165394,3.1115033414906024,2.7850832185557515,4.443751324918466,2.6747007937462994,4.89389222484235,3.0460653801917514,3.1983451594383925,1.5844667826484184,0,0,0.0
12,0.32327455529023946,4.8079462681462655,2.484921734848705,2.1887591342502555,2.8807093257185246,2.3220123373874704,1.5262050756400516,1.776538241445535,3.049277983380546,2.085438751393454,1,0,1.0
13,0.0,2.9791173571593617,2.776192769718671,0.536097565912049,1.9989750403451907,0.6665809707332873,4.770231411628276,3.9392831023307293,1.7629822583493167,0.2723134935813347,1,0,1.0
14,1.417784680258461,0.0,1.6874469317103733,0.08270044627078908,0.6284146605970518,0.0,1.2684154659927653,0.9304765148386431,0.7384264497232049,0.722609885009826,3,0,3.0
15,0.2690162810286705,1.5366746304179086,2.0522669312193464,1.4739105157863537,1.2083983176387965,1.8076289559921026,1.7050196153292865,4.3776609817466605,1.620792764485214,0.956240027585026,2,0,2.0
16,0.9336604755211327,5.182084944698223,2.6084475435852643,2.3324193008144687,1.4949141221529554,3.5041240903560587,2.1211653190777113,2.5406568182901754,1.872467010807983,4.744374711821494,4,0,4.0
17,1.8242509019912647,1.0597954493256205,3.121443584412629,2.6529085533282437,5.014912130272422,2.723227378526152,1.5137165582564849,2.543915562683956,6.2226102546786555,3.142966712569023,4,0,4.0
18,1.2540999148096457,3.101485657409546,2.8693786927734397,2.3223328443403863,1.2277137326065168,3.3763253236716104,2.280655446030709,2.6366912392291453,3.7635884015434167,1.5489127869477644,1,0,1.0
19,0.6782698015651694,1.214453075461544,0.9443305248922256,0.5188817698992262,2.3542087932083446,1.322963166729513,1.9906897187943051,3.615514535904458,4.536957810332328,1.5935035362842451,6,0,6.0
20,1.046826630773136,3.746620238913284,2.553866031498917,2.023614199953171,2.5088905868258617,0.6521495996699991,2.3516043761705454,1.5052213827603658,3.1090906751045537,1.55838857691344,0,0,0.0
21,2.5275705778557898,5.389080485909931,4.265334283817395,3.038389170026826,1.5307373498014132,3.2737169185636787,0.976447189138898,1.8264191838560222,4.411534583850893,0.6430245172268394,4,0,4.0
22,2.811397962197862,5.146072794211135,2.741418848096693,4.150647544557297,2.851882884671768,4.576065395922135,2.0690537098217736,3.233379611058469,3.961855326851976,0.8568636371952937,0,0,0.0
23,1.3697974135467827,3.823721045811729,1.9312113221112717,2.148475659857516,2.5395436423748614,2.142476534284552,2.6199467858360928,4.627790223651285,1.3679209576598579,3.370094172549126,5,0,5.0
24,1.690071576794664,4.097860477087468,2.2704090583926235,1.9065001230273404,3.5352272531895204,2.4722376896331193,4.592742230902045,1.2549075091224395,3.269983471022419,3.3877454186460727,1,0,1.0
25,3.3524210394733807,3.598381999909259,3.511935692504945,2.658264023788193,5.168699785443893,2.052023162006941,4.699201603937113,0.3924228070526805,4.2917451336754615,1.547653241273274,2,0,2.0
26,0.8969919841487333,4.6961889712369675,1.9553422995015366,4.46453286889264,2.615505055222243,3.8443104046434646,2.175073131989359,1.61825406739965,4.058560917096722,2.476861675336198,4,0,4.0
27,0.7709635777376648,2.57063864115727,2.605654839333897,5.366976273847713,3.1339573268109158,3.8016253069682087,3.0138796238706003,2.095390236064771,5.917518964570158,2.772585973649154,1,0,1.0
28,1.1759582781741444,1.9992509330728743,1.8207804382957253,1.4467606182888741,2.8696026026415145,2.497437777226999,3.2007157511391378,2.298941479479677,3.1641188598026257,2.138772471515855,1,0,1.0
29,0.5278147395569666,2.9395150104330523,2.493116809359531,2.3942227492949195,0.7226047386953479,2.029166978056407,1.205185444009712,1.1592595170284714,1.5176935878418507,0.7384931191913324,5,0,5.0
30,0.1332557191312034,0.0,1.0950190230969574,0.0,0.33412750048424866,1.0915718517034319,0.16295518007910784,1.115062673054136,4.732149455874449,0.4040534486748478,1,0,1.0
31,0.7038067360578368,4.355823627877928,2.5783394620740983,5.978837799375778,2.8874953049656664,4.5436207954027,3.3935722975342615,4.456016979865967,5.112938443817346,4.300610951265263,0,0,0.0
32,1.0692838723163514,2.112739699388343,2.0584102026118414,2.156689594596513,1.569412421549465,3.191093418241202,1.1514887918556813,2.1183228717529934,3.610779496745775,3.3506379590907485,4,0,4.0
33,2.0917621208225032,4.276123772032601,4.429139943630923,3.532670683055011,2.8940395095352587,2.7386845851054953,1.9219837524515084,2.8724245731089173,6.0227807019285216,2.109950756777858,2,0,2.0
34,4.905936859057686,4.4946927102000656,1.1787702864621885,0.5737084125824552,2.460089209322679,2.894737249806499,3.2188836064132476,4.242366877696417,4.366694066392623,3.02080431702928,2,0,2.0
35,1.968240705186395,5.605317951961363,2.3881547324069414,2.0101929438422994,3.8561311320468468,4.952005603475233,4.188291112360697,4.76930435997645,2.5762266240092444,3.825077941264636,1,0,1.0
36,2.466166576050808,5.8988953051274935,3.908839883322774,3.0825471372846245,4.3135080696433565,2.783512088899955,1.7826301073549207,3.606007584584522,3.2072986497558604,4.8351658664300174,1,0,1.0
37,0.7072448064854502,3.5766394805015396,1.1180632688830274,2.6731423462908355,1.1063488634130056,2.347274852130791,1.5358362906990404,2.363716826301255,1.9649644280245546,1.2139550464993691,2,0,2.0
38,3.3440984807402745,1.8724966724033199,2.1845366499169514,3.1024132349711935,3.604430378917174,6.516928092826095,1.9499393137340877,4.13175183652744,1.595477150118716,2.8476413945765473,0,0,0.0
39,0.2567081207769757,2.5724621239410954,4.939388832999479,4.997951719308043,4.143662155563909,5.894177541752791,5.003928580333274,7.133395436495315,3.9811305123876175,3.023550428450847,1,0,1.0
40,0.3579668218154857,2.213954218764508,2.2033481134049593,0.6098631963998897,3.458041658958871,4.637080940484158,3.0699196402797324,0.2984725475443392,2.6670311497315047,1.3727701691317304,0,0,0.0
41,1.9400564949766312,0.09598328648833601,0.0,1.9156248006481729,0.0,1.7947442397643665,0.49051353262713715,0.5559954081285092,2.8301693284043243,1.2222051396354447,0,0,0.0
42,0.0,1.1334265166384894,0.0,1.3583751343555848,1.7220065347033195,2.099815883728609,2.082440972147916,2.6141995222471563,0.0,0.0,0,0,0.0
43,0.7060059261757881,2.135140985984245,0.21238967022172564,0.008624978127244163,0.15509280712590812,0.5249212101806261,3.570612981860577,2.853683394000343,0.0,2.2522989811217324,0,0,0.0
44,1.618684681822905,2.0433623552933584,1.594462600336786,4.15938570712608,3.1652132438367997,2.0795903726219573,1.5688501202476273,4.422258281074132,3.856029989530657,2.5272591914641183,0,0,0.0
45,2.2328683000147693,0.0,3.8227200513960975,3.730656925841648,4.184264250319096,1.9965518361464472,6.527339268592703,4.064602975160498,1.3977626123830216,4.692805836594897,0,0,0.0
46,0.0,0.40472348453788454,0.5857525098266253,2.8209778844665183,0.594868787382157,0.5798517311177823,2.4859367372151624,0.0,0.8491921925947221,0.7803280840386986,0,0,0.0
47,2.757024632994543,5.347396114659785,3.7789431951402297,4.127616950276336,7.016338861223617,4.138037485111845,4.385040844879222,2.422325222103894,4.227003137538018,4.8517996329036155,0,0,0.0
48,0.8808844992976562,2.686697482422444,0.5808082356971491,0.0,0.0,0.42011934662127065,0.0,0.0,1.8450287084713224,2.1686326676784264,1,0,1.0
49,0.13928818578076457,0.0,1.0645441099482407,0.0,1.6299037621241534,0.0,1.6930384614951468,2.443151227735026,0.8566515924268241,0.0,0,0,0.0
50,0.0,0.0,0.829881078668553,0.0,0.0,0.37391402188558476,0.3014959054845965,0.7212931258892621,0.201119169797123,1.0551150418217812,0,0,0.0
51,0.0,0.0,0.0,0.0,3.9116984496604004,1.3109784534828852,0.28057699060911817,0.6059437082589574,0.0,0.0,0,0,0.0
